,urls
46,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-vii/2984/descripcion/eur
47,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-gran-via-de-las-cortes/4219/descripcion/eur
48,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-blanqueria-el-born/4188/descripcion/eur
49,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-ciutadella-confort/4161/descripcion/eur
50,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apartment-paseo-del-born/2138/descripcion/eur
51,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-1-3/3093/descripcion/eur
52,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-barris/4009/descripcion/eur
53,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-duplex-bajos-sant-andreu/4184/descripcion/eur
54,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-carrer-comtal/4206/descripcion/eur
55,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-guinardo-i/4191/descripcion/eur
56,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-iv/2773/descripcion/eur
57,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-eixample-batllo-b/2945/descripcion/eur
58,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-caballero-les-corts-de-sarria/4185/descripcion/eur
59,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-fisherman-x/4037/descripcion/eur
60,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-iv/2814/descripcion/eur
61,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-with-terrace/2849/descripcion/eur
62,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-paralel-plaza-espana/4055/descripcion/eur
63,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-les-corts/4099/descripcion/eur
64,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-putxet/4149/descripcion/eur
65,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-2-3/3094/descripcion/eur
66,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-the-born-esparteria-apartment/2187/descripcion/eur
67,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-fisherman-ii/4045/descripcion/eur
68,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-ii/2810/descripcion/eur
69,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-rossello-premium-i/2550/descripcion/eur
70,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-eixample-dret/4103/descripcion/eur
71,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-camp-de-l-arpa/3029/descripcion/eur
72,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-3-1/4105/descripcion/eur
73,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-andrea-doria-beach/2245/descripcion/eur
74,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-vi/2983/descripcion/eur
75,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-les-corts-apartment/4040/descripcion/eur
76,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-vii/2776/descripcion/eur
77,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-duplex-camp-de-l-arpa/4069/descripcion/eur
78,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-badalona-beach-g19/4064/descripcion/eur
79,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-eixample-batllo-1/2946/descripcion/eur
80,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-ronda-sant-antoni/2220/descripcion/eur
81,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/barceloneta-beach-206/206/descripcion/eur
82,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-v/2981/descripcion/eur
83,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-a/1120/descripcion/eur
84,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-vi/2982/descripcion/eur
85,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-guitert-beach-2/2249/descripcion/eur
86,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-eixample-batllo-penthouse/2950/descripcion/eur
87,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-guitert-beach-3/1284/descripcion/eur
88,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-industrial-style-beach-apartment/2413/descripcion/eur
89,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-sea-barceloneta/2998/descripcion/eur
90,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-p-1/3090/descripcion/eur
91,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-de-la-independencia/3102/descripcion/eur
92,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-grau-i-torras-street-vii/2664/descripcion/eur
93,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-sobreatico-erasme-el-raval/4167/descripcion/eur
94,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-plaza-espana/4044/descripcion/eur
95,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-almirall-proxida/3101/descripcion/eur
96,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-grau-i-torras-street-v/2499/descripcion/eur
97,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-iii/2772/descripcion/eur
98,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-ramblas-15/378/descripcion/eur
99,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-arenas-princep-jordi/4046/descripcion/eur
100,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apartment-paseo-del-born/2139/descripcion/eur
101,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-andrea-doria-beach/2232/descripcion/eur
102,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-perill-gracia/4154/descripcion/eur
103,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-iii/2811/descripcion/eur
104,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-catalunya-apartment/2657/descripcion/eur
105,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-spacious-duplex-with-private-pool/4068/descripcion/eur
106,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-gracia-la-salut/4148/descripcion/eur
107,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-montjuic-2%C2%BA/2976/descripcion/eur
108,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-sensation-i/2665/descripcion/eur
109,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-la-rambla/450/descripcion/eur
110,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-port-views-barceloneta/4060/descripcion/eur
111,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-park-guell-apartment-b-i/2761/descripcion/eur
112,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-maritim-barceloneta/3074/descripcion/eur
113,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-del-mar/2435/descripcion/eur
114,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mar-beach-apartment/757/descripcion/eur
115,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-sants-estacio-apartment/2993/descripcion/eur
116,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-meer-barceloneta/3071/descripcion/eur
117,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-viii/2777/descripcion/eur
118,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-vi/2775/descripcion/eur
119,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apartment-paseo-del-born/2140/descripcion/eur
120,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apartment-paseo-del-born/2143/descripcion/eur
121,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-plaza-barceloneta-i/809/descripcion/eur
122,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-almirall-barcelo-street-i/2420/descripcion/eur
123,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-duplex-sant-andreu/4160/descripcion/eur
124,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-bou-de-sant-pere/229/descripcion/eur
125,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-borrell/4208/descripcion/eur
126,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apartment-paseo-del-born/2142/descripcion/eur
127,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-andrea-doria-beach-attic/2246/descripcion/eur
128,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-sants/2542/descripcion/eur
129,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-3-2/4106/descripcion/eur
130,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-blue/449/descripcion/eur
131,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-joan-miro-2-bedrooms-apartment/4090/descripcion/eur
132,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-gran-de-sant-andreu/3106/descripcion/eur
133,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-i/2977/descripcion/eur
134,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-molas-apartment/271/descripcion/eur
135,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-paralel-192/4216/descripcion/eur
136,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-montjuic/4042/descripcion/eur
137,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-artistic-style-apartment/2633/descripcion/eur
138,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-meer-ii/3042/descripcion/eur
139,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-glories-4-bedroom-apartment/4083/descripcion/eur
140,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-ix/2778/descripcion/eur
141,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-iii/2979/descripcion/eur
142,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-xii/2781/descripcion/eur
143,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-gran-de-gracia/4108/descripcion/eur
144,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-horta/4097/descripcion/eur
145,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-vinaros-street-ii/2081/descripcion/eur
146,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-vicaria-barceloneta/3096/descripcion/eur
147,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-vi/2812/descripcion/eur
148,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-studio/889/descripcion/eur
149,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-8/8/descripcion/eur
150,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-sarria-premium/2538/descripcion/eur
151,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-comtal/4073/descripcion/eur
152,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-ii/2978/descripcion/eur
153,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-i/2813/descripcion/eur
154,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-heart-of-eixample/4059/descripcion/eur
155,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-la-rambla-montjuic/4051/descripcion/eur
156,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-poblenou/3078/descripcion/eur
157,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-vila-joiosa-sun/906/descripcion/eur
158,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-de-pizarro/4218/descripcion/eur
159,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-3-3/4107/descripcion/eur
160,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-marina-vila-olimpica-apartment/2080/descripcion/eur
161,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-borrell-sant-antoni-apartment/4077/descripcion/eur
162,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apolo-confort/3017/descripcion/eur
163,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-joan-de-borbo-l/2309/descripcion/eur
164,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-plaza-barceloneta-v/4053/descripcion/eur
165,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-gaudi/3025/descripcion/eur
166,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-casc-antic-i/2176/descripcion/eur
167,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-comte-borrell/4132/descripcion/eur
168,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-atlantida-v/2472/descripcion/eur
169,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-numancia-les-corts-apartment/4076/descripcion/eur
170,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-andrea-doria-beach/2244/descripcion/eur
171,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-badalona-beach-f21-7/4067/descripcion/eur
172,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-front-maritim-diagonal-mar/4223/descripcion/eur
173,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apolo/2721/descripcion/eur
174,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-balboa-i/1106/descripcion/eur
175,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-rambla-del-raval-apartment/4082/descripcion/eur
176,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-badalona-beach-f21-6/4066/descripcion/eur
177,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-252/252/descripcion/eur
178,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-francesc-macia-attic/2431/descripcion/eur
179,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-plaza-barceloneta-ii/810/descripcion/eur
180,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-atlantida/900/descripcion/eur
181,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-cozy-gracia-apartment/2847/descripcion/eur
182,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-v/1121/descripcion/eur
183,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apartment-paseo-del-born/2137/descripcion/eur
184,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-fisherman-v/2848/descripcion/eur
185,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-vii/1122/descripcion/eur
186,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-16/16/descripcion/eur
187,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-beach-grau-i-torras-shell/1935/descripcion/eur
188,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-sea-views-ii/2478/descripcion/eur
189,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-259/259/descripcion/eur
190,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-plaza-barceloneta-iv/3098/descripcion/eur
191,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-venero-i-i/3107/descripcion/eur
192,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-city-center-p-2/3091/descripcion/eur
193,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-guinardo-iii/4193/descripcion/eur
194,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-heart-of-gracia/2736/descripcion/eur
195,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-centric-apartments-iv/2980/descripcion/eur
196,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-apartment-paseo-del-born/2135/descripcion/eur
197,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-provenca-sagrada-familia/4202/descripcion/eur
198,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-vila-olimpica-icaria-apartment/2379/descripcion/eur
199,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-diputacion-joan-miro/4204/descripcion/eur
200,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-salva-poble-sec/2734/descripcion/eur
201,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-vinaros-street-v/2613/descripcion/eur
202,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-sant-pere-mes-baix/4211/descripcion/eur
203,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-sant-antoni/2986/descripcion/eur
204,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-cozy-passeig-de-gracia/2748/descripcion/eur
205,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-gracia-nova-apartment/4050/descripcion/eur
206,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-esplugues-house-with-garden-gf/2889/descripcion/eur
207,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-mercat-de-sant-antoni-i/2770/descripcion/eur
208,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-fisherman-vi/3019/descripcion/eur
209,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-139/139/descripcion/eur
210,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-santa-monica-i/4209/descripcion/eur
211,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-1-room/3068/descripcion/eur
212,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-penthouse-sea-views/237/descripcion/eur
213,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-50-las-ramblas/1132/descripcion/eur
214,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-nou-de-sant-francesc-ix/1128/descripcion/eur
215,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-napols/2987/descripcion/eur
216,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-arquimedes-sant-andreu/4195/descripcion/eur
217,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-56/141/descripcion/eur
218,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-badalona-beach-g19-6/4062/descripcion/eur
219,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-grau-i-torras-2/2250/descripcion/eur
220,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-santa-monica-ii/4210/descripcion/eur
221,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-raval-comfort/2548/descripcion/eur
222,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-fisherman-vii/3026/descripcion/eur
223,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-enric-granados/4038/descripcion/eur
224,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-berenguer-mallol/826/descripcion/eur
225,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-beach-alcanar-i/1384/descripcion/eur
226,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-barceloneta-sevilla-iv/2442/descripcion/eur
227,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-torrent-de-les-flors/4164/descripcion/eur
228,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-arc-de-triomf/2995/descripcion/eur
229,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-atlantida-apartment/2380/descripcion/eur
230,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-vila-i-vila-apartment/2872/descripcion/eur
231,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-plaza-barceloneta/4233/descripcion/eur
232,https://www.apartmentbarcelona.com//es/alquileres-medio-largo-plazo/ab-four-bedrooms-maragall-apartment/4087/descripcion/eur
